aba/te/c,  abat/ec/
fan/da/jx,  fand/ajx/
fan/da/ng,  fandang/
fan/de/j,  fand/ej/
fandfer,  fand/fer/
fan/di/gx,  fand/igx/
fan/di/t,  fand/it/
fando/drat/,  fand/o/drat/
fando/punkt/,  fand/o/punkt/
fando/varm/,  fand/o/varm/
fan/du/j,  fand/uj/
fa/ne/ro/gam/,  fanerogam/
fanfaronad,  fanfaron/ad/
fanfaronajx,  fanfaron/ajx/
fanfaronul,  fanfaron/ul/
fant/as/mag/or/i,  fantasmagori/
fant/azi/,  fantazi/
fant/azi/ajx,  fantazi/ajx/
fant/azi/eg,  fantazi/eg/
fant/azi/ul,  fantazi/ul/
fa/radi/z,  far/ad/iz/
fa/rad/,  far/ad/
farajx,  far/ajx/
fa/ran/d/ol/,  farandol/
f/arb/,  farb/
f/arb/ist,  farb/ist/
f/arb/it,  farbit/
f/arb/okra/jon/,  farb/o/krajon/
f/arb/o/pistol/,  farb/o/pistol/
f/arb/o/si/te/l,  farb/o/sitel/
f/arb/o/vend/ej/,  farb/o/vend/ej/
far/cxi/t,  farcx/it/
fa/ren/d,  far/end/
fa/ren/da/jx,  far/end/ajx/
fa/ren/hejt,  farenhejt/
farig,  far/ig/
farigx,  far/igx/
fa/ring/it,  faringit/
fa/ring/,  faring/
fa/ring/oskop,  faring/o/skop/
fari/se/ism,  farise/ism/
fari/se/,  farise/
farist,  far/ist/
farmaciist,  farmaci/ist/
farmak/ol/ogi,  farmakologi/
farmak/ol/og,  farmakolog/
far/man/t,  farm/ant/
farmi/gant/,  farm/ig/ant/
farmig,  farm/ig/
farmist,  farm/ist/
farmobi/en/,  farm/o/bien/
farmo/dom/,  farm/o/dom/
farmo/pag/,  farm/o/pag/
farmul,  farm/ul/
farsajx,  fars/ajx/
far/si/st,  fars/ist/
farso/per/,  fars/oper/
farsul,  fars/ul/
f/art/,  fart/
f/as/cin,  fascin/
f/as/cinad,  fascin/ad/
f/as/ci/ni/t,  fascin/it/
f/as/ci,  fasci/
f/as/ci/ol/,  fasciol/
f/as/cxin/,  fascxin/
fa/sxi/sm,  fasxism/
fa/sxi/st,  fasxist/
fat/al/,  fatal/
fat/al/ajx,  fatal/ajx/
fat/ali/sm,  fatal/ism/
fata/list/,  fatal/ist/
fat/am/organ/,  fatamorgan/
fat/ras/,  fatras/
fat/si/,  fatsi/
f/aux/k,  fauxk/
f/aux/l,  fauxl/
f/aux/n,  fauxn/
f/aux/st,  fauxst/
favajx,  fav/ajx/
fa/vo/fung/,  fav/o/fung/
fa/vo/r,  favor/
fa/vo/ran/t,  favor/ant/
fa/vo/rig,  favor/ig/
fa/vo/r/kor/,  favor/kor/
fa/vo/r/kor/ec,  favor/kor/ec/
fa/vo/r/prez/,  favor/prez/
favul,  fav/ul/
fazo/diagram/,  faz/o/diagram/
fazo/diferenc/,  faz/o/diferenc/
fazo/regul/,  faz/o/regul/
fazt/ran/si/r,  faz/trans/ir/
f/ebl/,  febl/
/febr/uar,  februar/
fed/era/ci,  federaci/
fed/era/l,  federal/
fe/de/r,  feder/
fe/de/rigx,  feder/igx/
fe/de/rism,  feder/ism/
fe/de/rist,  feder/ist/
fe/de/rit,  feder/it/
fein,  fe/in/
fekad,  fek/ad/
fe/kaj/x,  fek/ajx/
fekul,  fek/ul/
fe/kun/d,  fekund/
fe/kun/de/c,  fekund/ec/
fe/kun/di/g,  fekund/ig/
fe/kun/di/gx,  fekund/igx/
f/el/,  fel/
fe/land/ri,  felandri/
f/el/dspat,  feldspat/
f/el/ie/ton/,  felieton/
f/el/i/se/d,  felised/
f/el/is,  felis/
fe/list/,  fel/ist/
f/el/oid,  feloid/
f/el/p,  felp/
f/el/sak/,  fel/sak/
f/el/t,  felt/
f/el/tkra/jon/,  felt/krajon/
f/el/togarn,  felt/o/garn/
fem/al/,  femal/
femi/ni/sm,  feminism/
femi/ni/st,  feminist/
fe/mur/,  femur/
fe/mur/ajx,  femur/ajx/
fe/mur/al/,  femural/
fe/mur/ost/,  femur/ost/
f/en/de/g,  fend/eg/
f/en/de/t,  fend/et/
f/en/d,  fend/
f/en/di/gx,  fend/igx/
f/en/di/t,  fend/it/
f/en/do/stift/,  fend/o/stift/
f/en/dr,  fendr/
f/en/d/vulkan/,  fend/vulkan/
/fenestr/ob/ret/,  fenestr/o/bret/
/fenestr/ofr/am/,  fenestr/o/fram/
/fenestr/okadr,  fenestr/o/kadr/
/fenestr/ok/la/p,  fenestr/o/klap/
/fenestr/o/por/d,  fenestr/o/pord/
/fenestr/o/sxi/r/mil/,  fenestr/o/sxirm/il/
f/en/ici,  fenic/i/
f/en/ic,  fenic/
f/en/ikop/ter/,  fenikopter/
f/en/iks,  feniks/
f/en/k/ol/,  fenkol/
f/en/,  fen/
f/en/ol/,  fenol/
/fenomen/ol/ogi,  fenomenologi/
f/era/jxist,  fer/ajx/ist/
f/era/jx,  fer/ajx/
f/erar/,  ferar/
ferbe/ton/,  fer/beton/
fer/cxar/p/en/tajx,  fer/cxarpent/ajx/
fer/de/k,  ferdek/
fer/de/k/segx/,  ferdek/segx/
fer/di/nand,  ferdinand/
fe/re/c,  fer/ec/
fe/re/rc,  fer/erc/
fer/ha/v,  fer/hav/
/feri/k,  ferik/
fer/kas/k,  fer/kask/
ferlil,  ferl/il/
fer/ment/em,  ferment/em/
fer/ment/,  ferment/
fer/ment/ig,  ferment/ig/
fer/ment/il,  ferment/il/
fer/ment/int,  ferment/int/
fermigx,  ferm/igx/
fer/mil/,  ferm/il/
ferminajx,  fer/min/ajx/
fermo/plat/,  ferm/o/plat/
/fero/l,  ferol/
/fero/magnet/,  feromagnet/
/fero/magnet/ajx,  feromagnet/ajx/
/fero/magnet/ism,  feromagnet/ism/
/fero/mon/,  feromon/
/fero/tipi,  ferotipi/
/fero/z,  feroz/
ferum,  fer/um/
fer/vo/r,  fervor/
fer/vo/rig,  fervor/ig/
/fest/on,  feston/
/fest/uk,  festuk/
feti/cxi/sm,  feticx/ism/
fet/or/,  fetor/
feux/de/str,  feuxd/estr/
feux/di/sm,  feuxd/ism/
feuxdo/cxef/,  feuxd/o/cxef/
feuxdo/mastr/,  feuxd/o/mastr/
feux/du/l,  feuxd/ul/
fiajx,  fi/ajx/
fia/krist/,  fiakr/ist/
fian/cxi/g,  fiancx/ig/
fian/cxi/gx,  fiancx/igx/
fian/cxin/amik/in,  fiancx/in/amik/in/
fian/cxin/ig,  fiancx/in/ig/
fian/cxin/igx,  fiancx/in/igx/
fian/cxin/,  fiancx/in/
fi/as/k,  fiask/
fib/ol/,  fibol/
/fibr/om,  fibr/o/m/
/fibr/oskop,  fibr/o/skop/
f/ide/bl,  fid/ebl/
f/ide/l,  fidel/
f/ide/lec,  fidel/ec/
f/ide/lul,  fidel/ul/
f/ide/m,  fid/em/
fi/di/nd,  fid/ind/
fiec,  fi/ec/
fi/era/jx,  fier/ajx/
fie/re/c,  fier/ec/
fierind,  fier/ind/
fierul,  fier/ul/
fif/am/,  fi/fam/
fifar,  fi/far/
figuj,  fig/uj/
fiksad,  fiks/ad/
fik/se/c,  fiks/ec/
fik/se/kspon/en/t,  fiks/eksponent/
fik/si/gx,  fiks/igx/
fik/si/l,  fiks/il/
fik/si/t,  fiks/it/
fikti/ve/c,  fiktiv/ec/
/fil/a/de/lfi,  filadelfi/
/fil/a/de/lf,  filadelf/
fi/lament/,  filament/
/fil/ant,  filant/
/fil/antropi,  filantropi/
/fil/antrop,  filantrop/
/fil/a/te/li,  filateli/
/fil/a/te/list/,  filatel/ist/
/fil/a/te/l,  filatel/
/fil/harmon/i,  filharmoni/
/fil/i,  fili/
/fil/ig/ran/,  filigran/
/fil/i/karb/,  filik/arb/
/fil/ik,  filik/
/fil/ipinan,  filipin/an/
/fil/ipin,  filipin/
fi/list/r,  filistr/
fi/list/re/c,  filistr/ec/
/fil/isxt,  filisxt/
/film/ka/set/,  film/kas/et/
/film/o/te/k,  film/o/tek/
/fil/ok/se/r,  filokser/
/fil/ol/ogi,  filologi/
/fil/ol/ogiist,  filologi/ist/
/fil/ol/og,  filolog/
/fil/ozof,  filozof/
/fil/t/rad/,  filtr/ad/
/fil/trajx,  filtr/ajx/
/fil/tr,  filtr/
/fil/tri/gx,  filtr/igx/
/fil/tro/paper/,  filtr/o/paper/
fim/bril/,  fimbril/
/fin/a/list/,  final/ist/
/fin/al/,  final/
/fingr/ol/argx,  fingr/o/largx/
/fingr/opint,  fingr/o/pint/
/fingr/ospur,  fingr/o/spur/
/fingr/ot/urb/,  fingr/o/turb/
/fin/hal/te/j,  fin/halt/ej/
/fin/i/al/,  finial/
/fin/is/ter/,  finister/
f/ink/ons/tru/,  fin/konstru/
/fin/mark/,  finmark/
/fin/n,  finn/
/fin/ni/,  finn/i/
/fin/n/land/,  finn/land/
/fin/nuj,  finn/uj/
/fin/ofar,  fin/o/far/
/fin/t,  fint/
fi/ren/c,  firenc/
f/ir/m,  firm/
/firma/jx,  firm/ajx/
/firma/ment/,  firmament/
f/ir/m/ha/vajx,  firm/hav/ajx/
f/ir/mig,  firm/ig/
f/ir/migx,  firm/igx/
f/ir/mon/om,  firm/o/nom/
f/ir/m/var/,  firmvar/
f/ir/st,  first/
f/ir/sto/lini/,  first/o/lini/
f/ir/stotrab,  first/o/trab/
fi/si/,  fisi/
fisko/jar/,  fisk/o/jar/
fisko/mark/,  fisk/o/mark/
/fisx/b/re/da/d,  fisx/bred/ad/
/fisx/b/re/di/st,  fisx/bred/ist/
/fisx/ho/k,  fisx/hok/
/fisx/kap/t,  fisx/kapt/
/fisx/kap/til,  fisx/kapt/il/
/fisx/kap/tist,  fisx/kapt/ist/
/fisx/kor/b,  fisx/korb/
/fisx/kult/iv,  fisx/kultiv/
/fisx/v/en/di/st,  fisx/vend/ist/
fito/geografi/,  fitogeografi/
fito/ter/api,  fitoterapi/
f/iu/l,  fi/ul/
/fizik/o/ter/apiist,  fizik/o/terapi/ist/
/fizik/o/ter/api,  fizik/o/terapi/
fizi/ol/ogi,  fiziologi/
fizi/ol/og,  fiziolog/
fizio/nom/iist,  fizionomi/ist/
fizio/nom/i,  fizionomi/
fizio/ter/apiist,  fizioterapi/ist/
fizio/ter/api,  fizioterapi/
fj/ord/,  fjord/
/flag/o/por/tant,  flag/o/port/ant/
/flag/or/n/am/,  flag/ornam/
/flag/rad/,  flagr/ad/
/flag/ret/,  flagr/et/
/flag/r,  flagr/
/flag/ro/lum/,  flagr/o/lum/
/flag/x/ole/t,  flagxolet/
f/la/k,  flak/
f/la/kon/,  flakon/
f/la/kur/ti,  flakurti/
f/la/m,  flam/
f/la/man/d,  flamand/
f/la/mar/b,  flam/arb/
f/la/mberg,  flamberg/
f/la/m/bird/,  flam/bird/
f/la/m/bomb/,  flam/bomb/
f/lami/g,  flam/ig/
f/lami/gxem,  flam/igx/em/
f/lami/gx,  flam/igx/
f/lami/ng,  flam/ing/
f/la/mjxetil,  flam/jxet/il/
f/la/m/konus/,  flam/konus/
f/la/m/ret/,  flam/ret/
f/la/mum,  flam/um/
f/land/r,  flandr/
f/land/ri,  flandr/i/
f/lang/x,  flangx/
/flank/en/ir/,  flank/e/n/ir/
/flank/en/la/s,  flank/e/n/las/
/flank/en/met,  flank/e/n/met/
/flank/por/d,  flank/pord/
f/la/n,  flan/
f/la/rad/,  flar/ad/
f/la/r/esplor/,  flar/esplor/
f/la/r,  flar/
f/la/ril,  flar/il/
f/la/r/sen/s,  flar/sens/
f/la/r/sent/,  flar/sent/
fl/art/abak/,  flar/tabak/
f/la/t,  flat/
f/la/tajx,  flat/ajx/
f/la/tant,  flat/ant/
f/la/tem/,  flat/em/
f/la/tul,  flat/ul/
fl/aux/n,  flauxn/
fl/aux/r,  flauxr/
/flav/bekul,  flav/bek/ul/
/flav/bru/n,  flav/brun/
f/leg/ad/,  fleg/ad/
f/legi/stin,  fleg/ist/in/
f/legi/st,  fleg/ist/
fleg/mon/,  flegmon/
flegmul,  flegm/ul/
/fleks/eb/lig/x,  fleks/ebl/igx/
/fleks/i,  fleksi/
/fleks/igxem,  fleks/igx/em/
fli/bust/r,  flibustr/
fli/kacx/,  flik/acx/
flikad,  flik/ad/
fli/kaj/x,  flik/ajx/
fli/kist/,  flik/ist/
flikitajx,  flik/it/ajx/
flikt/en/,  flikten/
fl/ir/tad,  flirt/ad/
fl/ir/tajx,  flirt/ajx/
fl/ir/tem/,  flirt/em/
fl/ir/t,  flirt/
fl/ir/tig/,  flirt/ig/
f/lok/,  flok/
f/lok/igx,  flok/igx/
/flor/en/c,  florenc/
/flor/en/,  floren/
/flor/id,  florid/
/flor/kali/k,  flor/kalik/
/flor/kult/i/ve/j,  flor/kultiv/ej/
/flor/kult/iv,  flor/kultiv/
/flor/mus/x,  flor/musx/
/flor/v/en/di/st,  flor/vend/ist/
flosad,  flos/ad/
flosajx,  flos/ajx/
flo/san/kr,  flos/ankr/
flo/san/t,  flos/ant/
flo/scen/tr,  flos/centr/
flo/si/gad,  flos/ig/ad/
flo/si/g,  flos/ig/
flo/si/l,  flos/il/
flo/si/st,  flos/ist/
flos/ve/zik,  flos/vezik/
f/lot/,  flot/
/flu/gad,  flug/ad/
/flu/gant/,  flug/ant/
/flu/gb/al/o/ni/st,  flug/balon/ist/
/flu/gb/al/on,  flug/balon/
/flu/g/boat/,  flug/boat/
/flu/g/cindr/,  flug/cindr/
/flu/g/disk/,  flug/disk/
/flu/gdrak,  flug/drak/
/flu/gfer/de/k,  flug/ferdek/
/flu/g/fisx/,  flug/fisx/
/flu/g/foli/,  flug/foli/
/flu/gg/lit/,  flug/glit/
/flu/g/haven/,  flug/haven/
/flu/g,  flug/
/flu/gil,  flug/il/
/flu/gil/ha/v,  flug/il/hav/
/flu/g/kamp/,  flug/kamp/
/flu/g/kompani/,  flug/kompani/
/flu/gleg,  flug/leg/
/flu/g/lini/,  flug/lini/
/flu/g/masxin/,  flug/masxin/
/flu/go/kamp/,  flug/o/kamp/
/flu/gp/en/d,  flug/pend/
/flu/g/pilk/,  flug/pilk/
/flu/g/radi/us,  flug/radius/
/flu/g/rapid/,  flug/rapid/
/flu/gsc/iu/r,  flug/sciur/
/flu/g/tusx/,  flug/tusx/
/flu/g/voj/,  flug/voj/
/flu/ktuad,  fluktu/ad/
/flu/ktu,  fluktu/
/flu/or/esk,  fluoresk/
/flu/or/es/ke/c,  fluoresk/ec/
/flu/or/esk/ekran/,  fluoresk/ekran/
/flu/o/rid/,  fluorid/
/flu/or/it,  fluorit/
/flu/or/,  fluor/
/flu/or/spat,  fluor/spat/
/flu/s,  flus/
/flu/s/ke/m,  flu/skem/
/flu/str,  flustr/
/flu/st/rad/,  flustr/ad/
/flu/te/t,  flut/et/
/flu/t/glas/,  flut/glas/
/flu/t,  flut/
/flu/tist,  flut/ist/
/foj/n/amas/,  fojn/amas/
/foj/n,  fojn/
/foj/no/febr/,  fojn/o/febr/
/foj/no/katar/,  fojn/o/katar/
fo/lad/ed,  foladed/
fo/lad/,  folad/
f/ol/d,  fold/
/foli/c/el/eri,  foli/celeri/
/foli/kl,  folikl/
/foli/o/elektr/oskop,  foli/o/elektr/o/skop/
/foli/ol/,  foliol/
/foli/sk/arab/,  foli/skarab/
/foli/umad,  foli/um/ad/
/foli/u/mil/,  foli/um/il/
f/ol/kl/or/,  folklor/
f/ol/kl/or/ist,  folklor/ist/
fom/al/hauxt/,  fomalhauxt/
fom/al/ho/t,  fomalhot/
fo/ment/ajx,  foment/ajx/
fo/ment/,  foment/
f/ond/ajx,  fond/ajx/
f/ond/,  fond/
f/ond/igx,  fond/igx/
f/ond/int,  fond/int/
f/ond/it,  fond/it/
fo/ne/m,  fonem/
fo/ne/tik,  fonetik/
fo/ne/ti/kist/,  fonetik/ist/
fo/ne/tism,  fonetism/
fonf/arb/,  fon/farb/
fonogr/am/,  fonogram/
fono/metr/,  fonometr/
fonoskop,  fono/skop/
fonsxm/ink/,  fon/sxmink/
/font/an/bel/,  fontanbel/
/font/a/ne/l,  fontanel/
/font/an,  fontan/
/font/indi/k,  font/indik/
/font/op/lum/,  font/o/plum/
f/or/,  for/
f/or/a/cxe/t,  for/acxet/
f/or/ajx,  for/ajx/
f/or/b/al/a,  for/bala/
f/or/bat,  for/bat/
f/or/bl/ov/,  for/blov/
f/or/brul/,  for/brul/
f/or/cad,  forc/ad/
f/or/ced,  for/ced/
f/or/ceps,  forceps/
f/or/c,  forc/
f/or/cxe/rp,  for/cxerp/
f/ord/and,  for/dand/
f/or/dank/,  for/dank/
f/or/decid/,  for/decid/
f/ord/e/tru/,  for/detru/
f/ord/ibocx,  for/dibocx/
f/ord/i/rek/t,  for/direkt/
f/ordon/,  for/don/
f/or/dorm/,  for/dorm/
f/ord/r/ink/,  for/drink/
f/or/ec,  for/ec/
f/or/est,  for/est/
f/or/fa/da/d,  for/fad/ad/
f/or/fad,  for/fad/
f/or/fal/ajx,  for/fal/ajx/
f/or/fal/,  for/fal/
f/or/fand,  for/fand/
f/or/fikul,  forfikul/
f/or/flor/,  for/flor/
f/or/flu/g,  for/flug/
f/or/flu/,  for/flu/
f/or/frot/,  for/frot/
f/or/ge/se/j,  forges/ej/
f/or/ge/sem/,  forges/em/
f/or/ges,  forges/
f/or/ge/si/g,  forges/ig/
f/or/ge/si/gx,  forges/igx/
f/or/ge/si/t,  forges/it/
f/or/ges/kel/,  forges/kel/
f/or/g/lit/,  for/glit/
f/or/glut,  for/glut/
f/or/gum/,  for/gum/
f/or/gxad,  forgx/ad/
f/or/gx/ebl/,  forgx/ebl/
f/or/gxej,  forgx/ej/
f/or/gxfer,  forgx/fer/
f/or/gx,  forgx/
f/or/gxist,  forgx/ist/
f/or/ha/v,  for/hav/
f/or/ig,  for/ig/
f/or/igx,  for/igx/
f/or/int,  forint/
f/or/ir/,  for/ir/
f/or/jxet,  for/jxet/
f/or/jxur/,  for/jxur/
f/or/k,  fork/
f/or/kant/,  for/kant/
f/or/kap/t,  for/kapt/
f/or/kap/tint,  for/kapt/int/
f/or/kapt/it/,  for/kapt/it/
f/or/ke/g,  fork/eg/
f/or/ke/t,  fork/et/
f/or/kigx,  fork/igx/
f/or/klin,  for/klin/
f/or/ko/dent/,  fork/o/dent/
f/or/k/ole/kt,  for/kolekt/
f/or/komerc/,  for/komerc/
f/or/kom/uni/ig,  for/komuni/ig/
f/or/k/ond/uk,  for/konduk/
f/or/kon/fes,  for/konfes/
f/or/kon/sent/,  for/konsent/
f/or/kon/sum,  for/konsum/
f/or/kur/,  for/kur/
f/or/la/s,  for/las/
f/or/la/si/t,  for/las/it/
f/or/lav/,  for/lav/
f/or/lek,  for/lek/
f/or/le/por/,  for/lepor/
f/or/le/vi/gx,  for/lev/igx/
f/or/liber/ig/,  for/liber/ig/
f/or/liber/ig/x,  for/liber/igx/
f/or/log,  for/log/
/form/aci,  formaci/
/form/al/,  formal/
/form/al/ajx,  formal/ajx/
/form/al/a/per/,  for/mal/aper/
/form/al/de/hid,  formaldehid/
/form/al/ec,  formal/ec/
/form/al/em,  formal/em/
/form/ali/n,  formalin/
/form/ali/sm,  formal/ism/
/form/a/list/,  formal/ist/
f/or/mangx/,  for/mangx/
/form/et,  for/met/
/form/ik,  formik/
/form/ikad,  formik/ad/
/form/i/ke/j,  formik/ej/
/form/ik/leon/,  formik/leon/
/form/i/kurs/,  formik/urs/
/form/ing,  forming/
/form/itajx,  form/it/ajx/
/form/ol/,  formol/
f/or/mort/,  for/mort/
f/or/mort/int,  for/mort/int/
/form/os,  formos/
/form/ov/,  for/mov/
/form/oz,  formoz/
/forn/agx/,  for/nagx/
/forn/e,  for/ne/
/forn/om,  for/nom/
/forn/o/si/d,  forn/o/sid/
f/or/ofend/,  for/ofend/
f/or/ofer,  for/ofer/
f/or/p/as/,  for/pas/
f/or/pa/si/nt,  for/pas/int/
f/or/p/el/,  for/pel/
f/or/per/e,  for/pere/
f/or/per/mes/,  for/permes/
f/or/pet/,  for/pet/
f/or/por/t,  for/port/
f/or/p/ren/,  for/pren/
f/or/pusx,  for/pusx/
f/or/put/r,  for/putr/
f/or/rab,  for/rab/
f/or/r/am/p,  for/ramp/
f/or/rapid/,  for/rapid/
f/or/re/g/al/,  for/regal/
f/or/rid/,  for/rid/
f/or/rifuz/,  for/rifuz/
f/or/rul,  for/rul/
f/or/salt/,  for/salt/
f/or/sa/vi/gx,  for/sav/igx/
f/or/sen/d,  for/send/
f/or/si/ti,  forsiti/
f/or/skrap,  for/skrap/
f/or/skrib/,  for/skrib/
f/or/sku,  for/sku/
f/or/spit,  for/spit/
f/or/s/pli/tig/x,  for/split/igx/
f/or/spong,  for/spong/
f/or/st,  forst/
f/or/sto/kultur/,  forst/o/kultur/
f/or/strek/,  for/strek/
f/or/stum,  forst/um/
f/or/sv/en/,  for/sven/
f/or/sxangx/,  for/sxangx/
f/or/sxi/r,  for/sxir/
f/or/sx/ov/,  for/sxov/
f/or/sxprucig,  for/sxpruc/ig/
/fort/em/pig/x,  for/temp/igx/
/fort/en/,  for/ten/
/fort/e/pian/,  fortepian/
/fort/ik,  fortik/
/fort/i/kaj/xet,  fortik/ajx/et/
/fort/i/kaj/x,  fortik/ajx/
/fort/ikig,  fortik/ig/
/fort/ikul,  fortik/ul/
/fort/imig,  for/tim/ig/
/fort/ir/,  for/tir/
/fort/ond/,  for/tond/
/fort/opar,  fort/o/par/
/fort/opl/en/,  fort/o/plen/
/fort/ord/,  for/tord/
/fort/os/ag/,  fort/o/sag/
/fort/ran/cx,  for/trancx/
/fort/ran/,  fortran/
/fort/re/s,  fortres/
/fort/un/,  fortun/
/fort/urn/,  for/turn/
f/or/um,  forum/
fo/ruz/,  for/uz/
f/or/v/ag/,  for/vag/
f/or/vapor/igx/,  for/vapor/igx/
f/or/vel/k,  for/velk/
f/or/v/en/d,  for/vend/
f/or/ve/tur/,  for/vetur/
f/or/vi/sx,  for/visx/
f/or/vi/sxi/gx,  for/visx/igx/
fosad,  fos/ad/
fosajx,  fos/ajx/
fo/se/j,  fos/ej/
fosfa/tur/i,  fosfaturi/
/fosfor/esk,  fosforesk/
/fosfor/it,  fosforit/
fo/si/li,  fosili/
fo/si/li/ha/v,  fosili/hav/
fo/si/liigx,  fosili/igx/
fo/si/l,  fos/il/
f/ost/et,  fost/et/
f/ost/,  fost/
/fot/ind,  fotind/
/fot/og/lip/tik,  fot/o/gliptik/
/fot/ograf,  fot/o/graf/
/fot/ografad,  fot/o/graf/ad/
/fot/ografajx,  fot/o/graf/ajx/
/fot/ograf/art/,  fot/o/graf/art/
/fot/ogra/fil/,  fot/o/graf/il/
/fot/ografi,  fot/o/grafi/
/fot/ografist,  fot/o/graf/ist/
/fot/ogravur,  fot/o/gravur/
/fot/o/kom/post/ad,  fot/o/kompost/ad/
/fot/o/kom/post/,  fot/o/kompost/
/fot/o/kom/po/stil/,  fot/o/kompost/il/
/fot/o/kom/post/ist,  fot/o/kompost/ist/
/fot/o/krom/i,  fot/o/kromi/
/fot/o/lit/ografi,  fot/o/lit/o/grafi/
/fot/o/metr/i,  fot/o/metri/
/fot/om/un/tajx,  fot/o/munt/ajx/
fo/ton/,  fot/on/
/fot/op/la/cx,  fot/o/placx/
/fot/o/si/n/te/z,  fot/o/sintez/
/fot/o/te/legraf,  fot/o/telegraf/
/fot/otipi,  fot/o/tipi/
fr/ag/,  frag/
fr/ag/bed,  frag/bed/
fr/ag/mark/,  frag/mark/
fr/ag/ment/,  fragment/
fr/ag/ment/ig,  fragment/ig/
fr/ag/mit,  fragmit/
fr/ag/uj,  frag/uj/
f/rajt/ad,  frajt/ad/
f/rajt/ant,  frajt/ant/
f/rajt/,  frajt/
f/rajt/i/gant/,  frajt/ig/ant/
f/rajt/ig,  frajt/ig/
f/rajt/ist,  frajt/ist/
f/rajt/leter/,  frajt/leter/
f/rajt/odonant,  frajt/o/don/ant/
f/rajt/o/prez/,  frajt/o/prez/
fra/kas/ad,  frakas/ad/
fra/kas/bru/,  frakas/bru/
fra/kas/,  frakas/
fra/kas/igx,  frakas/igx/
fr/aks/en/,  fraksen/
frakul,  frak/ul/
fr/amas/on,  framason/
fr/amas/onar,  framason/ar/
fr/amas/o/ni/sm,  framason/ism/
fr/am/b,  framb/
fr/am/buj,  framb/uj/
fr/am/,  fram/
f/ran/c,  franc/
f/ran/ci,  franc/i/
f/ran/ciskan,  franciskan/
f/ran/cisk,  francisk/
f/ran/cjozef,  franc/jozef/
f/ran/c/lingv/,  franc/lingv/
f/ran/c/lingv/an,  franc/lingv/an/
f/ran/c/stil/,  franc/stil/
f/ran/cuj,  franc/uj/
f/ran/cx/kont/e,  francxkonte/
f/ran/d,  frand/
f/ran/da/d,  frand/ad/
f/ran/da/jx,  frand/ajx/
f/ran/de/m,  frand/em/
f/ran/de/mul,  frand/em/ul/
f/rang/ol/,  frangol/
f/ran/j,  franj/
/frank/furt,  frankfurt/
/frank/ol/in,  frankolin/
/frank/o/ni/,  frankoni/
frapad,  frap/ad/
fra/pan/t,  frap/ant/
frapeg,  frap/eg/
fra/pet/,  frap/et/
frap/harmon/ik,  frap/harmonik/
fra/pig/x,  frap/igx/
fra/pil/,  frap/il/
frapti/tol/,  frap/titol/
f/rat/,  frat/
f/rat/ar,  frat/ar/
f/rat/ec,  frat/ec/
f/rat/erkul,  fraterkul/
f/rat/et,  frat/et/
f/rat/igx,  frat/igx/
f/rat/i/ne/t,  frat/in/et/
f/rat/in,  frat/in/
f/rat/ri,  fratri/
f/rat/ulin,  frat/ul/in/
f/rat/ul,  frat/ul/
fr/aux/d,  frauxd/
fr/aux/lec,  frauxl/ec/
fr/aux/line/c,  frauxl/in/ec/
fr/aux/lin,  frauxl/in/
fr/aux/l,  frauxl/
f/re/de/rik,  frederik/
f/re/gat/bird/,  fregat/bird/
f/re/gat/kap/itan,  fregat/kapitan/
f/re/gat,  fregat/
/frekvenc/o/metr/,  frekvencometr/
f/rek/vent/at,  frekvent/at/
f/rek/vent/,  frekvent/
f/re/md,  fremd/
f/re/m/da/jx,  fremd/ajx/
f/re/m/de/c,  fremd/ec/
f/re/m/di/gx,  fremd/igx/
f/re/md/land/,  fremd/land/
f/re/md/land/an,  fremd/land/an/
f/re/md/lingv/,  fremd/lingv/
f/re/m/du/l,  fremd/ul/
f/re/md/valut/,  fremd/valut/
f/re/md/vort/,  fremd/vort/
/frenez/ulej,  frenez/ul/ej/
f/ren/ol/og,  frenolog/
f/re/on,  freon/
f/re/sk,  fresk/
f/re/sx,  fresx/
f/re/sx/dat/,  fresx/dat/
f/re/sxec,  fresx/ec/
f/ret/,  fret/
f/re/uxd,  freuxd/
f/re/ux/di/sm,  freuxd/ism/
f/re/z,  frez/
f/re/zil,  frez/il/
f/re/z/masxin/,  frez/masxin/
f/rid/,  frid/
fr/ide/guj,  frid/eg/uj/
f/rid/ig,  frid/ig/
f/rid/igit,  frid/ig/it/
f/rid/uj,  frid/uj/
f/rid/vagon/,  frid/vagon/
fri/kas/ajx,  frikas/ajx/
fri/kas/,  frikas/
fri/kat/iv,  frikativ/
/fring/el/,  fringel/
friponajx,  fripon/ajx/
fri/si/,  fris/i/
fritajx,  frit/ajx/
frit/aux/n,  fritauxn/
fri/te/tajx,  frit/et/ajx/
fri/te/t,  frit/et/
fritil,  frit/il/
fritit,  frit/it/
fr/iu/l,  friul/
friv/ol/,  frivol/
friv/ol/ajx,  frivol/ajx/
friv/ole/c,  frivol/ec/
friv/ol/ul,  frivol/ul/
/friz/kas/k,  friz/kask/
fr/ond/,  frond/
/front/ispic,  frontispic/
/front/on,  fronton/
/frost/igit,  frost/ig/it/
/frost/o/di/fekt,  frost/o/difekt/
/frost/ofak,  frost/o/fak/
/frost/osx/vel/,  frost/o/sxvel/
/frost/ot/re/m,  frost/o/trem/
/frot/harmon/ik,  frot/harmonik/
